what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1426002099005
started,bundle,org.eclipse.cdt.scripting,1.0.0.201202112006,"org.eclipse.cdt.scripting",1426002099006
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1426002099007
started,bundle,org.eclipse.photran.core,7.0.0.201203231233,"org.eclipse.photran.core",1426002099008
started,bundle,org.eclipse.photran.core.vpg,7.0.0.201203231233,"org.eclipse.photran.core.vpg",1426002099009
os,sysinfo,,,"linux",1426002099013
arch,sysinfo,,,"x86_64",1426002099013
ws,sysinfo,,,"gtk",1426002099013
locale,sysinfo,,,"fr_FR",1426002099013
processors,sysinfo,,,"24",1426002099013
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1426002099013
java.runtime.version,sysinfo,,,"1.7.0_60-b19",1426002099013
java.specification.name,sysinfo,,,"Java Platform API Specification",1426002099013
java.specification.vendor,sysinfo,,,"Oracle Corporation",1426002099013
java.specification.version,sysinfo,,,"1.7",1426002099013
java.vendor,sysinfo,,,"Oracle Corporation",1426002099013
java.version,sysinfo,,,"1.7.0_60",1426002099013
java.vm.info,sysinfo,,,"mixed mode",1426002099013
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1426002099013
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1426002099013
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1426002099013
java.vm.specification.version,sysinfo,,,"1.7",1426002099013
java.vm.vendor,sysinfo,,,"Oracle Corporation",1426002099013
java.vm.version,sysinfo,,,"24.60-b09",1426002099013
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426002107058
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426002108554
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1426002108824
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1426002108829
stopped,bundle,org.eclipse.linuxtools.gcov,4.1.1.201106060936,"org.eclipse.linuxtools.gcov",1426002109018
stopped,bundle,org.eclipse.linuxtools.gprof,4.0.0.201106060936,"org.eclipse.linuxtools.gprof",1426002109019
stopped,bundle,org.eclipse.linuxtools.dataviewers.charts,4.1.0.201106060936,"org.eclipse.linuxtools.dataviewers.charts",1426002109020
stopped,bundle,org.eclipse.birt.chart.ui,3.7.0.v20110331,"org.eclipse.birt.chart.ui",1426002109021
stopped,bundle,org.eclipse.birt.chart.engine,3.7.0.v20110519,"org.eclipse.birt.chart.engine",1426002109022
stopped,bundle,org.eclipse.birt.core.ui,3.7.0.v20110407,"org.eclipse.birt.core.ui",1426002109023
stopped,bundle,org.eclipse.birt.data.aggregation,3.7.0.v20110602,"org.eclipse.birt.data.aggregation",1426002109023
stopped,bundle,org.eclipse.birt.data,3.7.0.v20110603,"org.eclipse.birt.data",1426002109024
stopped,bundle,org.eclipse.birt.core,3.7.0.v20110608,"org.eclipse.birt.core",1426002109025
stopped,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1426002109026
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1426002109027
stopped,bundle,org.eclipse.linuxtools.changelog.core,2.7.0.201106060936,"org.eclipse.linuxtools.changelog.core",1426002109028
stopped,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1426002109081
stopped,bundle,org.eclipse.tm.tcf.rse,0.4.0.201202112004,"org.eclipse.tm.tcf.rse",1426002109082
stopped,bundle,org.eclipse.rse.processes.ui,3.0.300.v201101042155,"org.eclipse.rse.processes.ui",1426002109082
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1426002109083
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.404.v201105050216,"org.eclipse.wst.xsd.ui",1426002109086
stopped,bundle,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui",1426002109087
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1426002109088
stopped,bundle,org.eclipse.wst.sse.ui,1.3.0.v201105101529,"org.eclipse.wst.sse.ui",1426002109089
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1426002109089
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.traditional",1426002109090
stopped,bundle,org.eclipse.linuxtools.binutils,4.0.0.201106060936,"org.eclipse.linuxtools.binutils",1426002109091
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201106060936,"org.eclipse.linuxtools.cdt.autotools.ui",1426002109092
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.1.201106060936,"org.eclipse.linuxtools.cdt.autotools.core",1426002109093
stopped,bundle,org.eclipse.linuxtools.cdt.libhover,1.1.0.201106060936,"org.eclipse.linuxtools.cdt.libhover",1426002109094
stopped,bundle,org.eclipse.linuxtools.dataviewers.annotatedsourceeditor,4.1.0.201106060936,"org.eclipse.linuxtools.dataviewers.annotatedsourceeditor",1426002109095
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1426002109095
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1426002109096
stopped,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1426002109096
stopped,bundle,org.eclipse.ptp.rdt.xlc,1.0.0.201203231315,"org.eclipse.ptp.rdt.xlc",1426002109097
stopped,bundle,org.eclipse.cdt.core.lrparser.xlc,5.1.0.201202111925,"org.eclipse.cdt.core.lrparser.xlc",1426002109097
stopped,bundle,org.eclipse.cdt.debug.edc.linux.x86,1.0.0.201202112006,"org.eclipse.cdt.debug.edc.linux.x86",1426002109098
stopped,bundle,org.eclipse.cdt.debug.edc.windows.ui,1.0.0.201202112006,"org.eclipse.cdt.debug.edc.windows.ui",1426002109098
stopped,bundle,org.eclipse.cdt.debug.edc.windows,2.0.0.201202112006,"org.eclipse.cdt.debug.edc.windows",1426002109099
stopped,bundle,org.eclipse.cdt.debug.edc.ui,2.0.0.201202112006,"org.eclipse.cdt.debug.edc.ui",1426002109100
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1426002109100
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1426002109101
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1426002109102
stopped,bundle,org.eclipse.cdt.debug.gdbjtag.ui,7.0.0.201202111925,"org.eclipse.cdt.debug.gdbjtag.ui",1426002109102
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1426002109103
stopped,bundle,org.eclipse.cdt.examples.dsf,2.1.0.201202111925,"org.eclipse.cdt.examples.dsf",1426002109104
stopped,bundle,org.eclipse.cdt.examples.dsf.pda.ui,2.1.0.201202111925,"org.eclipse.cdt.examples.dsf.pda.ui",1426002109118
